Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Fitur_Terakhir
train,ikan21,11,insang,0.0,0.0,-0.160384,-0.03766,3.06206,-0.073596,0.0,-0.1614,-0.080945,0.0,-0.187846,-0.024946,-0.14024,-0.263718,0.0,0.0,-0.072861,-0.144337,-0.012696,0.0,-0.037783,-0.12616,-0.152379,-0.158884,-0.016434,-0.1532,0.0,-0.151293,-0.008918,0.35009,-0.120167,-0.022517,-0.008325,-0.084567,-0.042141,-0.002415,0.0,-0.217039,-0.101907,0.294247,-0.290606,0.0,0.0,-0.072968,-0.016233,-0.305787,-0.110907,-0.142882,-0.012636,-0.066537,0.0
train,ikan21,13,insang,0.0,0.0,-0.157342,-0.029531,3.06508,-0.069164,0.0,-0.158977,-0.082123,0.0,-0.189139,-0.018606,-0.130478,-0.265939,0.0,0.0,-0.070716,-0.140114,-0.009194,0.0,-0.035285,-0.119328,-0.148519,-0.153498,-0.013933,-0.1543,0.0,-0.137344,-0.005996,0.375721,-0.116104,-0.014074,-0.008208,-0.082933,-0.041577,-0.00369,0.0,-0.221888,-0.104422,0.283605,-0.294843,0.0,0.0,-0.055214,-0.011737,-0.30761,-0.116867,-0.143947,-0.008924,-0.085296,0.0
train,ikan21,13,insang,0.0,0.0,-0.160301,-0.029394,3.098741,-0.07199,-0.000193,-0.161981,-0.07982,0.0,-0.192088,-0.021794,-0.133544,-0.264039,0.0,0.0,-0.071061,-0.141872,-0.00987,0.0,-0.03689,-0.127256,-0.149482,-0.146202,-0.012766,-0.152246,0.0,-0.139726,-0.006461,0.367149,-0.1153,-0.013229,-0.006914,-0.081165,-0.041498,-0.005344,0.0,-0.221285,-0.108937,0.281193,-0.294762,0.0,0.0,-0.058479,-0.010695,-0.308114,-0.113484,-0.145254,-0.010304,-0.080577,0.0
train,ikan21,13,insang,0.0,0.0,-0.155014,-0.029992,3.060526,-0.071917,0.0,-0.160088,-0.071123,0.0,-0.185957,-0.021853,-0.133442,-0.271629,0.0,0.0,-0.071048,-0.143056,-0.011249,0.0,-0.035677,-0.123086,-0.147718,-0.148689,-0.011205,-0.153154,0.0,-0.140158,-0.006244,0.363594,-0.114838,-0.012773,-0.009517,-0.075019,-0.039354,-0.006582,0.0,-0.219342,-0.107004,0.277042,-0.290096,0.0,0.0,-0.061277,-0.010588,-0.308447,-0.109704,-0.144278,-0.007437,-0.088872,0.0
train,ikan21,13,insang,0.0,0.0,-0.160413,-0.02972,3.101513,-0.07231,-0.000258,-0.162188,-0.08067,0.0,-0.192571,-0.022138,-0.133829,-0.263591,0.0,0.0,-0.071085,-0.141842,-0.010104,0.0,-0.037149,-0.127831,-0.149447,-0.145023,-0.01292,-0.152253,0.0,-0.140805,-0.006715,0.365906,-0.115712,-0.013522,-0.007066,-0.081053,-0.041907,-0.005562,0.0,-0.221562,-0.109042,0.280938,-0.295034,0.0,0.0,-0.058905,-0.010819,-0.308064,-0.113492,-0.145609,-0.010464,-0.078923,0.0
train,ikan21,13,insang,0.0,0.0,-0.153524,-0.037809,3.07424,-0.077855,0.0,-0.161797,-0.101079,0.0,-0.182262,-0.026325,-0.136704,-0.260244,0.0,0.0,-0.075183,-0.140334,-0.012874,-0.004187,-0.039357,-0.127419,-0.153858,-0.16189,-0.021996,-0.153458,0.0,-0.144504,-0.011858,0.347252,-0.118954,-0.030372,-0.008976,-0.080352,-0.04358,-0.00358,0.0,-0.215828,-0.104474,0.320815,-0.291592,0.0,0.0,-0.068789,-0.015646,-0.300737,-0.111221,-0.141825,-0.016047,-0.066388,0.0
train,ikan21,13,insang,0.0,0.0,-0.160384,-0.03766,3.06206,-0.073596,0.0,-0.1614,-0.080945,0.0,-0.187846,-0.024946,-0.14024,-0.263718,0.0,0.0,-0.072861,-0.144337,-0.012696,0.0,-0.037783,-0.12616,-0.152379,-0.158884,-0.016434,-0.1532,0.0,-0.151293,-0.008918,0.35009,-0.120167,-0.022517,-0.008325,-0.084567,-0.042141,-0.002415,0.0,-0.217039,-0.101907,0.294247,-0.290606,0.0,0.0,-0.072968,-0.016233,-0.305787,-0.110907,-0.142882,-0.012636,-0.066537,0.0
train,ikan21,15,insang,0.0,0.0,-0.15408,-0.033177,3.039251,-0.066354,0.0,-0.155881,-0.081439,0.0,-0.18679,-0.01721,-0.131182,-0.260125,0.0,0.0,-0.06912,-0.141965,-0.009466,0.0,-0.034873,-0.120993,-0.147156,-0.153586,-0.013735,-0.151957,0.0,-0.137894,-0.006349,0.374397,-0.115505,-0.01474,-0.008163,-0.082021,-0.042003,-0.003806,0.0,-0.213509,-0.102624,0.261806,-0.290139,0.0,0.0,-0.057413,-0.011906,-0.302421,-0.113309,-0.144371,-0.008034,-0.086614,0.0
train,ikan21,15,insang,0.0,0.0,-0.158701,-0.034287,3.071656,-0.067593,0.0,-0.157311,-0.078245,0.0,-0.190573,-0.018395,-0.132588,-0.26602,0.0,0.0,-0.068888,-0.142972,-0.009811,0.0,-0.036903,-0.12972,-0.146713,-0.151254,-0.012602,-0.149882,0.0,-0.138807,-0.007242,0.363971,-0.115123,-0.013806,-0.005474,-0.079427,-0.042729,-0.005229,0.0,-0.216976,-0.108269,0.263444,-0.29457,0.0,0.0,-0.060227,-0.010983,-0.308976,-0.109959,-0.144902,-0.010018,-0.087806,0.0
train,ikan21,15,insang,0.0,0.0,-0.154969,-0.033614,3.044952,-0.070027,0.0,-0.152906,-0.077726,0.0,-0.188002,-0.019284,-0.13087,-0.2645,0.0,0.0,-0.068806,-0.141867,-0.009972,0.0,-0.035323,-0.125756,-0.145494,-0.151288,-0.012239,-0.150114,0.0,-0.137446,-0.00702,0.367149,-0.114019,-0.014522,-0.009669,-0.075918,-0.040304,-0.005499,0.0,-0.215441,-0.103817,0.262311,-0.284463,0.0,0.0,-0.061221,-0.011289,-0.305939,-0.111216,-0.144956,-0.006302,-0.084528,0.0
train,ikan21,15,insang,0.0,0.0,-0.157526,-0.034123,3.071142,-0.067749,0.0,-0.157429,-0.079029,0.0,-0.190625,-0.018505,-0.132485,-0.26609,0.0,0.0,-0.068808,-0.142969,-0.010111,0.0,-0.037131,-0.129951,-0.146764,-0.150733,-0.012769,-0.149909,0.0,-0.139689,-0.00743,0.362588,-0.115666,-0.014082,-0.005664,-0.079395,-0.043026,-0.005397,0.0,-0.216827,-0.108069,0.262286,-0.294528,0.0,0.0,-0.060521,-0.011131,-0.308882,-0.109738,-0.145104,-0.010148,-0.087076,0.0
train,ikan21,15,insang,0.0,0.0,-0.154274,-0.039039,3.051837,-0.07375,0.0,-0.160128,-0.088018,0.0,-0.182577,-0.023659,-0.135878,-0.261037,0.0,0.0,-0.071798,-0.139905,-0.013018,-0.005057,-0.039961,-0.12743,-0.151292,-0.171193,-0.022488,-0.153863,0.0,-0.142904,-0.010948,0.338954,-0.119898,-0.030319,-0.011225,-0.080731,-0.043879,-0.002907,0.0,-0.209397,-0.105645,0.314287,-0.291499,0.0,0.0,-0.073864,-0.014716,-0.303942,-0.108751,-0.142809,-0.015166,-0.067267,0.0
train,ikan21,15,insang,0.0,0.0,-0.162814,-0.038978,3.076301,-0.073145,0.0,-0.159723,-0.091839,0.0,-0.188865,-0.023842,-0.142395,-0.258228,0.0,0.0,-0.069975,-0.142476,-0.014665,-0.000249,-0.039542,-0.128021,-0.151667,-0.162117,-0.020506,-0.151627,0.0,-0.150374,-0.008714,0.342438,-0.119208,-0.02612,-0.00682,-0.083844,-0.041558,-0.003506,0.0,-0.214762,-0.099225,0.301237,-0.292799,0.0,0.0,-0.072168,-0.016697,-0.304116,-0.116559,-0.14347,-0.015159,-0.063725,0.0
train,ikan21,07,mata,0.0,0.0,-0.161435,-0.03127,3.059099,-0.066851,0.0,-0.153079,-0.08227,0.0,-0.185243,-0.017245,-0.133182,-0.262698,0.0,0.0,-0.070962,-0.144794,-0.009382,0.0,-0.033038,-0.118656,-0.147824,-0.156663,-0.012651,-0.152503,0.0,-0.136255,-0.006264,0.376678,-0.114676,-0.013879,-0.009407,-0.083209,-0.04024,-0.004335,0.0,-0.211559,-0.104901,0.273234,-0.287161,0.0,0.0,-0.058883,-0.010709,-0.305112,-0.115239,-0.146379,-0.002521,-0.084893,0.0
train,ikan21,07,mata,0.0,0.0,-0.163467,-0.031958,3.070719,-0.069549,0.0,-0.155038,-0.080654,0.0,-0.188894,-0.019375,-0.135312,-0.260889,0.0,0.0,-0.070712,-0.145366,-0.0098,0.0,-0.033948,-0.123946,-0.148755,-0.149539,-0.010993,-0.149834,0.0,-0.138354,-0.006759,0.369122,-0.114457,-0.012646,-0.008951,-0.081331,-0.040581,-0.006226,0.0,-0.208122,-0.109604,0.268829,-0.285726,0.0,0.0,-0.062552,-0.00921,-0.305138,-0.1114,-0.147318,-0.002189,-0.080532,0.0
train,ikan21,07,mata,0.0,0.0,-0.157819,-0.032997,3.079182,-0.070325,0.0,-0.157038,-0.078926,0.0,-0.186903,-0.019888,-0.133303,-0.268627,0.0,0.0,-0.070546,-0.144997,-0.010001,0.0,-0.037431,-0.12973,-0.146547,-0.151579,-0.010749,-0.150561,0.0,-0.140226,-0.00693,0.355568,-0.113542,-0.013396,-0.010443,-0.076133,-0.040734,-0.005646,0.0,-0.211056,-0.106829,0.27171,-0.295839,0.0,0.0,-0.058815,-0.010182,-0.308297,-0.106633,-0.145724,-0.011254,-0.085515,0.0
train,ikan21,07,mata,0.0,0.0,-0.162886,-0.032072,3.069877,-0.069746,0.0,-0.155309,-0.08146,0.0,-0.18895,-0.019597,-0.135429,-0.259849,0.0,0.0,-0.070579,-0.145345,-0.009963,0.0,-0.034075,-0.123958,-0.148708,-0.148802,-0.011176,-0.149817,0.0,-0.1392,-0.006924,0.368141,-0.114952,-0.012828,-0.009187,-0.081311,-0.040818,-0.006438,0.0,-0.208175,-0.109461,0.268224,-0.285691,0.0,0.0,-0.062899,-0.009281,-0.304396,-0.111245,-0.147587,-0.002092,-0.079644,0.0
train,ikan21,07,mata,0.0,0.0,-0.164875,-0.037024,3.061591,-0.076577,0.0,-0.157942,-0.089397,0.0,-0.182229,-0.021487,-0.134937,-0.261856,0.0,0.0,-0.073409,-0.141357,-0.013772,-0.004216,-0.0375,-0.125512,-0.152705,-0.162826,-0.019261,-0.153465,0.0,-0.142063,-0.011491,0.353296,-0.120252,-0.026161,-0.011865,-0.07765,-0.042581,-0.003587,0.0,-0.204066,-0.103461,0.310478,-0.280675,0.0,0.0,-0.074723,-0.011749,-0.300577,-0.108905,-0.144939,-0.006085,-0.068699,0.0
train,ikan21,07,mata,0.0,0.0,-0.156265,-0.036819,3.054259,-0.075387,-0.000219,-0.156851,-0.085852,0.0,-0.184729,-0.024793,-0.143558,-0.262004,0.0,0.0,-0.069973,-0.141793,-0.013357,-0.002521,-0.035746,-0.128041,-0.147384,-0.161617,-0.022483,-0.150065,0.0,-0.150572,-0.008927,0.334502,-0.118639,-0.02641,-0.009415,-0.083081,-0.03919,-0.003907,0.0,-0.208565,-0.100148,0.295545,-0.294171,0.0,0.0,-0.072364,-0.015566,-0.306894,-0.114313,-0.143256,-0.008729,-0.069741,0.0
train,ikan21,09,mata,0.0,0.0,-0.161435,-0.03127,3.059099,-0.066851,0.0,-0.153079,-0.08227,0.0,-0.185243,-0.017245,-0.133182,-0.262698,0.0,0.0,-0.070962,-0.144794,-0.009382,0.0,-0.033038,-0.118656,-0.147824,-0.156663,-0.012651,-0.152503,0.0,-0.136255,-0.006264,0.376678,-0.114676,-0.013879,-0.009407,-0.083209,-0.04024,-0.004335,0.0,-0.211559,-0.104901,0.273234,-0.287161,0.0,0.0,-0.058883,-0.010709,-0.305112,-0.115239,-0.146379,-0.002521,-0.084893,0.0
train,ikan21,09,mata,0.0,0.0,-0.163467,-0.031958,3.070719,-0.069549,0.0,-0.155038,-0.080654,0.0,-0.188894,-0.019375,-0.135312,-0.260889,0.0,0.0,-0.070712,-0.145366,-0.0098,0.0,-0.033948,-0.123946,-0.148755,-0.149539,-0.010993,-0.149834,0.0,-0.138354,-0.006759,0.369122,-0.114457,-0.012646,-0.008951,-0.081331,-0.040581,-0.006226,0.0,-0.208122,-0.109604,0.268829,-0.285726,0.0,0.0,-0.062552,-0.00921,-0.305138,-0.1114,-0.147318,-0.002189,-0.080532,0.0
train,ikan21,09,mata,0.0,0.0,-0.157819,-0.032997,3.079182,-0.070325,0.0,-0.157038,-0.078926,0.0,-0.186903,-0.019888,-0.133303,-0.268627,0.0,0.0,-0.070546,-0.144997,-0.010001,0.0,-0.037431,-0.12973,-0.146547,-0.151579,-0.010749,-0.150561,0.0,-0.140226,-0.00693,0.355568,-0.113542,-0.013396,-0.010443,-0.076133,-0.040734,-0.005646,0.0,-0.211056,-0.106829,0.27171,-0.295839,0.0,0.0,-0.058815,-0.010182,-0.308297,-0.106633,-0.145724,-0.011254,-0.085515,0.0
train,ikan21,09,mata,0.0,0.0,-0.162886,-0.032072,3.069877,-0.069746,0.0,-0.155309,-0.08146,0.0,-0.18895,-0.019597,-0.135429,-0.259849,0.0,0.0,-0.070579,-0.145345,-0.009963,0.0,-0.034075,-0.123958,-0.148708,-0.148802,-0.011176,-0.149817,0.0,-0.1392,-0.006924,0.368141,-0.114952,-0.012828,-0.009187,-0.081311,-0.040818,-0.006438,0.0,-0.208175,-0.109461,0.268224,-0.285691,0.0,0.0,-0.062899,-0.009281,-0.304396,-0.111245,-0.147587,-0.002092,-0.079644,0.0
train,ikan21,09,mata,0.0,0.0,-0.164875,-0.037024,3.061591,-0.076577,0.0,-0.157942,-0.089397,0.0,-0.182229,-0.021487,-0.134937,-0.261856,0.0,0.0,-0.073409,-0.141357,-0.013772,-0.004216,-0.0375,-0.125512,-0.152705,-0.162826,-0.019261,-0.153465,0.0,-0.142063,-0.011491,0.353296,-0.120252,-0.026161,-0.011865,-0.07765,-0.042581,-0.003587,0.0,-0.204066,-0.103461,0.310478,-0.280675,0.0,0.0,-0.074723,-0.011749,-0.300577,-0.108905,-0.144939,-0.006085,-0.068699,0.0
train,ikan21,09,mata,0.0,0.0,-0.156265,-0.036819,3.054259,-0.075387,-0.000219,-0.156851,-0.085852,0.0,-0.184729,-0.024793,-0.143558,-0.262004,0.0,0.0,-0.069973,-0.141793,-0.013357,-0.002521,-0.035746,-0.128041,-0.147384,-0.161617,-0.022483,-0.150065,0.0,-0.150572,-0.008927,0.334502,-0.118639,-0.02641,-0.009415,-0.083081,-0.03919,-0.003907,0.0,-0.208565,-0.100148,0.295545,-0.294171,0.0,0.0,-0.072364,-0.015566,-0.306894,-0.114313,-0.143256,-0.008729,-0.069741,0.0
train,ikan21,11,mata,0.0,0.0,-0.161858,-0.031598,3.056367,-0.066508,0.0,-0.153515,-0.080861,0.0,-0.185531,-0.017526,-0.133151,-0.264477,0.0,0.0,-0.070875,-0.144416,-0.009705,0.0,-0.032952,-0.118414,-0.148497,-0.158294,-0.012552,-0.152952,0.0,-0.136206,-0.006096,0.379369,-0.114872,-0.01386,-0.009439,-0.08403,-0.040905,-0.004386,0.0,-0.212118,-0.104747,0.273409,-0.286675,0.0,0.0,-0.059229,-0.010678,-0.306363,-0.115602,-0.145963,-0.002118,-0.085118,0.0
train,ikan21,11,mata,0.0,0.0,-0.163348,-0.031841,3.059298,-0.068564,0.0,-0.154073,-0.077937,0.0,-0.186341,-0.019274,-0.134653,-0.259883,0.0,0.0,-0.070726,-0.144955,-0.009957,0.0,-0.03358,-0.122699,-0.149101,-0.150992,-0.010826,-0.150685,0.0,-0.137657,-0.006567,0.372233,-0.11465,-0.012532,-0.009007,-0.082476,-0.040937,-0.005742,0.0,-0.208541,-0.108794,0.265716,-0.285605,0.0,0.0,-0.062141,-0.009414,-0.302756,-0.111443,-0.146771,-0.001579,-0.082161,0.0
train,ikan21,11,mata,0.0,0.0,-0.159774,-0.033438,3.070402,-0.070031,0.0,-0.15586,-0.078288,0.0,-0.186868,-0.020553,-0.134144,-0.268479,0.0,0.0,-0.070617,-0.144708,-0.010328,0.0,-0.037422,-0.129553,-0.147298,-0.153806,-0.010856,-0.150932,0.0,-0.141023,-0.007269,0.357073,-0.113238,-0.013301,-0.008776,-0.076949,-0.042039,-0.00603,0.0,-0.211395,-0.106946,0.274933,-0.296537,0.0,0.0,-0.060017,-0.010147,-0.308161,-0.108236,-0.145505,-0.012097,-0.085591,0.0
train,ikan21,11,mata,0.0,0.0,-0.16303,-0.031953,3.059741,-0.06878,0.0,-0.154282,-0.078549,0.0,-0.186426,-0.019456,-0.13469,-0.259787,0.0,0.0,-0.070601,-0.144945,-0.010097,0.0,-0.03372,-0.122741,-0.14911,-0.150197,-0.010951,-0.150689,0.0,-0.13851,-0.006698,0.371265,-0.115096,-0.012714,-0.009239,-0.082439,-0.041081,-0.005934,0.0,-0.208685,-0.108618,0.26495,-0.28562,0.0,0.0,-0.062492,-0.0095,-0.302712,-0.111138,-0.147044,-0.001455,-0.081137,0.0
train,ikan21,11,mata,0.0,0.0,-0.16472,-0.036979,3.05811,-0.076202,0.0,-0.159202,-0.089519,0.0,-0.182648,-0.022002,-0.134533,-0.264323,0.0,0.0,-0.073047,-0.141203,-0.012856,-0.004189,-0.037482,-0.125538,-0.155972,-0.16406,-0.019402,-0.153792,0.0,-0.142554,-0.010924,0.355867,-0.121361,-0.027132,-0.01202,-0.07924,-0.043419,-0.00306,0.0,-0.206052,-0.103137,0.314981,-0.280573,0.0,0.0,-0.074042,-0.011932,-0.302757,-0.10973,-0.144573,-0.006662,-0.073459,0.0
train,ikan21,11,mata,0.0,0.0,-0.15738,-0.036294,3.059108,-0.07504,-0.000109,-0.156817,-0.086507,0.0,-0.182841,-0.024998,-0.14322,-0.26187,0.0,0.0,-0.070606,-0.141824,-0.013336,-0.002578,-0.035713,-0.128758,-0.147017,-0.164096,-0.021475,-0.150895,0.0,-0.149904,-0.00848,0.334721,-0.117226,-0.026281,-0.009276,-0.083306,-0.039384,-0.003293,0.0,-0.208817,-0.098626,0.300904,-0.294906,0.0,0.0,-0.071052,-0.015575,-0.307121,-0.116321,-0.142616,-0.008181,-0.07122,0.0
train,ikan21,13,mata,0.0,0.0,-0.161858,-0.031598,3.056367,-0.066508,0.0,-0.153515,-0.080861,0.0,-0.185531,-0.017526,-0.133151,-0.264477,0.0,0.0,-0.070875,-0.144416,-0.009705,0.0,-0.032952,-0.118414,-0.148497,-0.158294,-0.012552,-0.152952,0.0,-0.136206,-0.006096,0.379369,-0.114872,-0.01386,-0.009439,-0.08403,-0.040905,-0.004386,0.0,-0.212118,-0.104747,0.273409,-0.286675,0.0,0.0,-0.059229,-0.010678,-0.306363,-0.115602,-0.145963,-0.002118,-0.085118,0.0
train,ikan21,13,mata,0.0,0.0,-0.163348,-0.031841,3.059298,-0.068564,0.0,-0.154073,-0.077937,0.0,-0.186341,-0.019274,-0.134653,-0.259883,0.0,0.0,-0.070726,-0.144955,-0.009957,0.0,-0.03358,-0.122699,-0.149101,-0.150992,-0.010826,-0.150685,0.0,-0.137657,-0.006567,0.372233,-0.11465,-0.012532,-0.009007,-0.082476,-0.040937,-0.005742,0.0,-0.208541,-0.108794,0.265716,-0.285605,0.0,0.0,-0.062141,-0.009414,-0.302756,-0.111443,-0.146771,-0.001579,-0.082161,0.0
train,ikan21,13,mata,0.0,0.0,-0.159774,-0.033438,3.070402,-0.070031,0.0,-0.15586,-0.078288,0.0,-0.186868,-0.020553,-0.134144,-0.268479,0.0,0.0,-0.070617,-0.144708,-0.010328,0.0,-0.037422,-0.129553,-0.147298,-0.153806,-0.010856,-0.150932,0.0,-0.141023,-0.007269,0.357073,-0.113238,-0.013301,-0.008776,-0.076949,-0.042039,-0.00603,0.0,-0.211395,-0.106946,0.274933,-0.296537,0.0,0.0,-0.060017,-0.010147,-0.308161,-0.108236,-0.145505,-0.012097,-0.085591,0.0
train,ikan21,13,mata,0.0,0.0,-0.16303,-0.031953,3.059741,-0.06878,0.0,-0.154282,-0.078549,0.0,-0.186426,-0.019456,-0.13469,-0.259787,0.0,0.0,-0.070601,-0.144945,-0.010097,0.0,-0.03372,-0.122741,-0.14911,-0.150197,-0.010951,-0.150689,0.0,-0.13851,-0.006698,0.371265,-0.115096,-0.012714,-0.009239,-0.082439,-0.041081,-0.005934,0.0,-0.208685,-0.108618,0.26495,-0.28562,0.0,0.0,-0.062492,-0.0095,-0.302712,-0.111138,-0.147044,-0.001455,-0.081137,0.0
train,ikan21,13,mata,0.0,0.0,-0.16472,-0.036979,3.05811,-0.076202,0.0,-0.159202,-0.089519,0.0,-0.182648,-0.022002,-0.134533,-0.264323,0.0,0.0,-0.073047,-0.141203,-0.012856,-0.004189,-0.037482,-0.125538,-0.155972,-0.16406,-0.019402,-0.153792,0.0,-0.142554,-0.010924,0.355867,-0.121361,-0.027132,-0.01202,-0.07924,-0.043419,-0.00306,0.0,-0.206052,-0.103137,0.314981,-0.280573,0.0,0.0,-0.074042,-0.011932,-0.302757,-0.10973,-0.144573,-0.006662,-0.073459,0.0
train,ikan21,13,mata,0.0,0.0,-0.15738,-0.036294,3.059108,-0.07504,-0.000109,-0.156817,-0.086507,0.0,-0.182841,-0.024998,-0.14322,-0.26187,0.0,0.0,-0.070606,-0.141824,-0.013336,-0.002578,-0.035713,-0.128758,-0.147017,-0.164096,-0.021475,-0.150895,0.0,-0.149904,-0.00848,0.334721,-0.117226,-0.026281,-0.009276,-0.083306,-0.039384,-0.003293,0.0,-0.208817,-0.098626,0.300904,-0.294906,0.0,0.0,-0.071052,-0.015575,-0.307121,-0.116321,-0.142616,-0.008181,-0.07122,0.0
train,ikan21,15,mata,0.0,0.0,-0.166677,-0.032501,3.084107,-0.068081,0.0,-0.157601,-0.081673,0.0,-0.185064,-0.017037,-0.133632,-0.258539,0.0,0.0,-0.070704,-0.143789,-0.009861,0.0,-0.03424,-0.119263,-0.149809,-0.155644,-0.011919,-0.152642,0.0,-0.135736,-0.005889,0.373618,-0.116808,-0.013752,-0.009313,-0.084096,-0.039626,-0.004366,0.0,-0.214436,-0.105555,0.278839,-0.288592,0.0,0.0,-0.057363,-0.011534,-0.305995,-0.115503,-0.144899,-0.001844,-0.078802,0.0
train,ikan21,15,mata,0.0,0.0,-0.170897,-0.031756,3.088792,-0.071292,0.0,-0.160784,-0.078714,0.0,-0.187504,-0.019504,-0.137887,-0.257125,0.0,0.0,-0.070893,-0.144668,-0.0105,0.0,-0.036035,-0.126799,-0.150044,-0.150492,-0.009854,-0.150109,0.0,-0.136859,-0.006773,0.360573,-0.117593,-0.012466,-0.008864,-0.081933,-0.039569,-0.006592,0.0,-0.208767,-0.111763,0.278152,-0.287905,0.0,0.0,-0.06079,-0.009681,-0.306645,-0.111643,-0.146768,-0.001909,-0.077231,0.0
train,ikan21,15,mata,0.0,0.0,-0.169184,-0.03146,3.069234,-0.07433,-0.000196,-0.158935,-0.068486,0.0,-0.186082,-0.021632,-0.137991,-0.262283,0.0,0.0,-0.071001,-0.143024,-0.010137,0.0,-0.037735,-0.131671,-0.149167,-0.152889,-0.009333,-0.149831,0.0,-0.142025,-0.00789,0.357202,-0.114426,-0.012418,-0.007859,-0.073724,-0.039022,-0.007275,0.0,-0.207192,-0.107696,0.268262,-0.288963,0.0,0.0,-0.058361,-0.010398,-0.304291,-0.110565,-0.14577,-0.009876,-0.075724,0.0
train,ikan21,15,mata,0.0,0.0,-0.170946,-0.032037,3.09024,-0.071546,0.0,-0.161265,-0.079406,0.0,-0.187712,-0.019768,-0.138139,-0.256507,0.0,0.0,-0.070843,-0.144681,-0.010793,0.0,-0.036479,-0.127463,-0.150342,-0.149632,-0.009878,-0.150035,0.0,-0.138145,-0.006999,0.359305,-0.118108,-0.012594,-0.009171,-0.081816,-0.03973,-0.006797,0.0,-0.208911,-0.111782,0.278688,-0.288158,0.0,0.0,-0.061624,-0.009766,-0.306541,-0.111351,-0.147078,-0.001957,-0.075792,0.0
train,ikan21,15,mata,0.0,0.0,-0.174164,-0.0383,3.076387,-0.079734,0.0,-0.160307,-0.089266,0.0,-0.185795,-0.024077,-0.139449,-0.254469,0.0,0.0,-0.072906,-0.142236,-0.011979,-0.004203,-0.04134,-0.131827,-0.157202,-0.163146,-0.019137,-0.152262,0.0,-0.140896,-0.012787,0.342741,-0.122643,-0.025053,-0.010519,-0.080471,-0.043508,-0.004137,0.0,-0.20173,-0.106728,0.3246,-0.283409,0.0,0.0,-0.076625,-0.012249,-0.300384,-0.112156,-0.145404,-0.009026,-0.063338,0.0
train,ikan21,15,mata,0.0,0.0,-0.165397,-0.039052,3.063274,-0.07567,-0.000197,-0.160118,-0.085594,0.0,-0.183239,-0.026001,-0.145941,-0.255356,0.0,0.0,-0.070426,-0.14352,-0.013416,-0.001454,-0.037354,-0.129124,-0.153631,-0.161007,-0.020176,-0.150561,0.0,-0.150897,-0.009361,0.331846,-0.119798,-0.023896,-0.009168,-0.083203,-0.039514,-0.004244,0.0,-0.211952,-0.10174,0.300371,-0.294,0.0,0.0,-0.07167,-0.015364,-0.305215,-0.116173,-0.144665,-0.006921,-0.066218,0.0
train,ikan21,07,-,0.0,0.0,-0.157102,-0.034057,3.018802,-0.068735,0.0,-0.154321,-0.086739,0.0,-0.184513,-0.018751,-0.133034,-0.263529,0.0,0.0,-0.070578,-0.143219,-0.00888,0.0,-0.035541,-0.120595,-0.146539,-0.152152,-0.014617,-0.152942,0.0,-0.140122,-0.00693,0.377197,-0.118262,-0.016644,-0.012433,-0.080539,-0.04368,-0.004462,0.0,-0.207664,-0.104204,0.255058,-0.287521,0.0,0.0,-0.059861,-0.0121,-0.302699,-0.113182,-0.14692,-0.008324,-0.08656,0.0
train,ikan21,07,-,0.0,0.0,-0.160391,-0.035163,3.034509,-0.071315,0.0,-0.157114,-0.084114,0.0,-0.188146,-0.021263,-0.136023,-0.263542,0.0,0.0,-0.070144,-0.143959,-0.009211,0.0,-0.037674,-0.131632,-0.146539,-0.14564,-0.013689,-0.150648,0.0,-0.144116,-0.009323,0.365272,-0.118989,-0.015301,-0.011932,-0.077319,-0.0454,-0.006892,0.0,-0.200412,-0.110905,0.250477,-0.286348,0.0,0.0,-0.06282,-0.010616,-0.302777,-0.106658,-0.148991,-0.009172,-0.081526,0.0
train,ikan21,07,-,0.0,0.0,-0.164895,-0.035237,3.049466,-0.07163,0.0,-0.157703,-0.089693,0.0,-0.193757,-0.021698,-0.137724,-0.260758,0.0,0.0,-0.070011,-0.144803,-0.009471,0.0,-0.038897,-0.131467,-0.148202,-0.148217,-0.013497,-0.150055,0.0,-0.147194,-0.00944,0.367632,-0.119306,-0.014734,-0.010543,-0.077684,-0.045048,-0.007563,0.0,-0.207714,-0.110951,0.261945,-0.28604,0.0,0.0,-0.063205,-0.010796,-0.300582,-0.110229,-0.149172,-0.009759,-0.07292,0.0
train,ikan21,07,-,0.0,0.0,-0.16024,-0.035397,3.033993,-0.07156,0.0,-0.1575,-0.084786,0.0,-0.188285,-0.02146,-0.136084,-0.263504,0.0,0.0,-0.069961,-0.143995,-0.009527,0.0,-0.037906,-0.132056,-0.146389,-0.144832,-0.013762,-0.150644,0.0,-0.145112,-0.00955,0.364244,-0.119344,-0.015606,-0.012146,-0.077347,-0.045688,-0.007149,0.0,-0.20062,-0.110726,0.251023,-0.286433,0.0,0.0,-0.063099,-0.010722,-0.302582,-0.106362,-0.149248,-0.009212,-0.080025,0.0
