Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan07,01,-,1.240169,-0.022002,0.457609,-0.051074,-0.046741,0.019431,-0.026577,0.43787,-0.013051,-0.016833,0.070363,0.030629,2.810803,0.189672,0.036279,0.07818,0.936283,0.103137,-0.002595,3.893931,1.999426,0.066079,1.274505,0.126542,1.553091,0.024178,2.90066,0.92639,0.091102,0.020697,0.501734,1.134739,-0.003741,0.087113,0.935121,2.490409,0.0,0.248739,0.555826,0.336553,-0.180166,1.499937,1.86851,0.118137,0.274198,-0.121169,1.010624,-0.089595,0.078633,-0.097233,0.165505
train,ikan07,01,-,1.361278,-0.004549,0.214366,-0.106585,-0.077383,0.086467,-0.003648,0.57261,-0.008539,0.010647,-0.028575,-0.034192,3.044044,0.72353,0.012044,0.27275,1.038999,0.35192,-0.011218,6.322756,2.491163,0.310458,0.580982,0.436607,1.759807,0.059584,4.435041,1.794456,0.090525,0.015007,0.09095,1.926892,-0.016466,0.135868,1.244378,2.176389,-0.005938,0.53723,0.006315,0.213798,-0.108847,2.300246,2.015226,0.336009,0.067288,-0.191129,1.326594,0.104527,0.075135,-0.040359,0.191867
train,ikan07,01,-,0.886069,-0.003771,0.232193,-0.112391,-0.05929,0.028709,0.0,0.579126,-0.018122,0.091503,0.036823,-0.005531,3.175261,0.639613,0.109753,0.14408,0.747812,0.069307,-0.013435,5.878683,2.832661,0.415588,0.679429,0.448676,1.985377,0.094652,3.682935,1.570759,0.111943,0.0159,0.269665,1.384345,-0.043072,0.222339,1.203636,1.973768,0.0,0.59228,0.249186,0.14588,-0.044679,2.082885,2.158433,0.462312,0.093055,-0.172188,1.531007,0.155451,0.121294,-0.036864,0.271044
train,ikan07,01,-,1.256726,-0.00137,0.219919,-0.134453,-0.081083,0.124051,-0.003365,0.489755,-0.01041,0.010017,0.014359,-0.06809,3.154415,0.776193,0.034449,0.249942,1.163591,0.246433,-0.019341,6.299501,2.595943,0.323299,0.561802,0.475242,1.796532,0.067761,4.385333,1.626106,0.117984,0.01976,0.124514,1.734781,-0.02085,0.167588,1.28627,2.08715,-0.00588,0.558302,-0.005614,0.199784,-0.08944,2.080114,2.115724,0.434193,0.043229,-0.192338,1.282666,0.061465,0.09432,-0.024666,0.144991
train,ikan07,01,-,1.172892,-0.022826,-0.073925,0.567542,0.84651,0.343023,-0.020148,0.5173,-0.030329,-0.006902,0.254155,0.630205,2.007145,0.964082,-0.053486,0.172923,1.063153,0.23498,0.067738,4.80977,1.204178,1.238203,0.516599,-0.129411,1.773249,0.142805,2.651918,2.068668,-0.018286,-0.068578,0.169824,1.508987,0.181092,0.206222,0.890984,1.835931,-0.010093,0.187127,0.107266,2.01549,-0.131076,1.101859,1.606389,0.297463,0.306261,0.142892,1.211338,0.049886,0.352262,-0.010336,0.035963
train,ikan07,01,-,1.599891,-0.007375,-0.071824,0.502324,0.613033,0.000574,0.0,0.654663,-0.018517,0.074147,0.02795,0.051591,1.723018,0.516593,-0.056421,0.221696,1.042189,0.101014,-0.012043,5.103043,2.746796,0.955644,-0.023582,0.0366,2.001537,0.044307,4.357922,2.444553,0.175883,-0.099367,-0.014223,1.982255,0.006385,0.023154,0.864529,2.209625,-0.006305,0.064733,0.010377,1.2653,-0.085046,2.078465,0.728369,0.418813,0.284606,-0.074415,1.260517,0.026236,0.283622,-0.011733,0.015766
train,ikan07,17,-,0.613087,0.0,0.725018,0.000816,-0.145047,0.038925,0.0,0.268894,-0.002699,-0.00822,0.193,-0.06408,2.101711,0.178992,0.017003,0.141187,1.424452,0.110544,0.122088,2.636723,2.483379,0.028338,0.315304,0.272979,0.859615,-0.04036,4.476668,0.512324,0.113783,0.105773,0.938148,0.621547,-0.001702,0.157416,0.197805,2.343628,0.083328,-0.026332,0.263085,0.408006,-0.183859,2.124527,2.143676,0.138654,0.010433,-0.147098,0.540794,-0.108252,0.30847,-0.159283,0.030609
train,ikan07,17,-,0.543706,0.0,0.593279,0.223433,-0.117175,0.010386,0.0,0.638336,-0.009547,-0.000218,0.02872,-0.009587,2.805351,0.819872,-0.007844,0.611876,1.140342,0.193791,0.142816,4.347131,2.66624,0.234605,0.241121,0.800882,1.916862,0.031968,5.53692,1.233768,0.214564,0.006481,0.987985,0.683019,-0.005576,0.18168,0.431347,2.546069,0.150358,0.091394,0.001218,0.284382,-0.169469,2.648597,2.424242,-0.004964,-0.03317,-0.155756,0.944837,-0.13349,0.274455,-0.144698,0.253404
train,ikan07,17,-,0.44138,0.0,0.370353,0.159179,-0.138723,-0.00325,0.0,0.36094,-0.009364,0.011433,0.002773,-0.124362,2.658169,0.583749,0.273855,0.365131,1.205628,0.132869,0.107889,3.99425,3.153049,0.32645,0.210992,0.812849,2.195542,0.227383,5.097026,1.210887,0.190894,-0.059929,0.770553,0.923131,-0.011064,0.35193,0.219468,2.155606,0.161356,0.093992,0.055756,0.262442,-0.170656,2.114313,2.754935,0.168257,0.021559,-0.151619,1.187469,-0.150583,0.36974,-0.091928,0.123498
train,ikan07,17,-,0.560795,0.0,0.706996,0.153051,-0.137675,0.019674,0.0,0.499629,0.000711,0.0,0.002309,0.004392,2.722839,0.812663,-0.001311,0.469693,1.277823,0.1012,0.113684,4.05861,2.915525,0.269428,0.182773,0.704827,1.923838,0.010811,5.401466,1.121475,0.222117,-0.018098,1.065298,0.562545,-0.029131,0.309515,0.397752,2.380687,0.150139,0.106169,-0.022051,0.271685,-0.176522,2.391137,2.488098,0.03013,-0.034571,-0.160817,1.012428,-0.100544,0.338273,-0.135769,0.184296
train,ikan07,17,-,0.707736,-0.004379,0.272315,0.706936,0.997652,0.026562,-0.001222,0.390545,-0.053217,0.088749,0.202987,0.24404,1.817899,0.297206,-0.094429,0.057551,0.642554,-0.000163,0.014898,3.477022,2.19831,1.080126,0.211048,-0.126874,1.698425,0.047003,3.448082,2.070587,0.216319,0.003874,1.050897,0.800743,0.179606,0.234509,0.302725,2.038026,0.0,0.14405,0.161693,1.605822,-0.141347,1.218718,2.116587,0.141783,0.283199,-0.033659,0.89572,0.146517,0.712389,-0.014285,0.02227
train,ikan07,17,-,1.273992,-0.005473,0.71109,0.868942,0.6694,0.109113,-0.012752,0.512166,-0.068385,-0.007997,-0.056659,0.213145,1.457008,0.483376,-0.065085,0.403449,1.520437,0.063757,0.016409,2.743966,2.645761,0.723874,0.015336,0.04307,1.938796,0.00784,5.778139,1.838463,0.069983,0.012107,0.351422,1.534417,0.06514,-0.023915,0.493034,1.815102,0.04756,-0.058485,0.060306,1.471035,-0.164141,2.17494,1.20521,0.034377,0.200989,-0.076103,0.923694,0.040834,0.551535,-0.111809,0.0
train,ikan07,19,-,0.613087,0.0,0.725018,0.000816,-0.145047,0.038925,0.0,0.268894,-0.002699,-0.00822,0.193,-0.06408,2.101711,0.178992,0.017003,0.141187,1.424452,0.110544,0.122088,2.636723,2.483379,0.028338,0.315304,0.272979,0.859615,-0.04036,4.476668,0.512324,0.113783,0.105773,0.938148,0.621547,-0.001702,0.157416,0.197805,2.343628,0.083328,-0.026332,0.263085,0.408006,-0.183859,2.124527,2.143676,0.138654,0.010433,-0.147098,0.540794,-0.108252,0.30847,-0.159283,0.030609
train,ikan07,19,-,0.543706,0.0,0.593279,0.223433,-0.117175,0.010386,0.0,0.638336,-0.009547,-0.000218,0.02872,-0.009587,2.805351,0.819872,-0.007844,0.611876,1.140342,0.193791,0.142816,4.347131,2.66624,0.234605,0.241121,0.800882,1.916862,0.031968,5.53692,1.233768,0.214564,0.006481,0.987985,0.683019,-0.005576,0.18168,0.431347,2.546069,0.150358,0.091394,0.001218,0.284382,-0.169469,2.648597,2.424242,-0.004964,-0.03317,-0.155756,0.944837,-0.13349,0.274455,-0.144698,0.253404
train,ikan07,19,-,0.44138,0.0,0.370353,0.159179,-0.138723,-0.00325,0.0,0.36094,-0.009364,0.011433,0.002773,-0.124362,2.658169,0.583749,0.273855,0.365131,1.205628,0.132869,0.107889,3.99425,3.153049,0.32645,0.210992,0.812849,2.195542,0.227383,5.097026,1.210887,0.190894,-0.059929,0.770553,0.923131,-0.011064,0.35193,0.219468,2.155606,0.161356,0.093992,0.055756,0.262442,-0.170656,2.114313,2.754935,0.168257,0.021559,-0.151619,1.187469,-0.150583,0.36974,-0.091928,0.123498
train,ikan07,19,-,0.560795,0.0,0.706996,0.153051,-0.137675,0.019674,0.0,0.499629,0.000711,0.0,0.002309,0.004392,2.722839,0.812663,-0.001311,0.469693,1.277823,0.1012,0.113684,4.05861,2.915525,0.269428,0.182773,0.704827,1.923838,0.010811,5.401466,1.121475,0.222117,-0.018098,1.065298,0.562545,-0.029131,0.309515,0.397752,2.380687,0.150139,0.106169,-0.022051,0.271685,-0.176522,2.391137,2.488098,0.03013,-0.034571,-0.160817,1.012428,-0.100544,0.338273,-0.135769,0.184296
train,ikan07,19,-,0.707736,-0.004379,0.272315,0.706936,0.997652,0.026562,-0.001222,0.390545,-0.053217,0.088749,0.202987,0.24404,1.817899,0.297206,-0.094429,0.057551,0.642554,-0.000163,0.014898,3.477022,2.19831,1.080126,0.211048,-0.126874,1.698425,0.047003,3.448082,2.070587,0.216319,0.003874,1.050897,0.800743,0.179606,0.234509,0.302725,2.038026,0.0,0.14405,0.161693,1.605822,-0.141347,1.218718,2.116587,0.141783,0.283199,-0.033659,0.89572,0.146517,0.712389,-0.014285,0.02227
train,ikan07,19,-,1.273992,-0.005473,0.71109,0.868942,0.6694,0.109113,-0.012752,0.512166,-0.068385,-0.007997,-0.056659,0.213145,1.457008,0.483376,-0.065085,0.403449,1.520437,0.063757,0.016409,2.743966,2.645761,0.723874,0.015336,0.04307,1.938796,0.00784,5.778139,1.838463,0.069983,0.012107,0.351422,1.534417,0.06514,-0.023915,0.493034,1.815102,0.04756,-0.058485,0.060306,1.471035,-0.164141,2.17494,1.20521,0.034377,0.200989,-0.076103,0.923694,0.040834,0.551535,-0.111809,0.0
train,ikan07,21,-,0.440497,-0.01063,0.825026,0.004352,-0.047883,-0.005738,-0.004792,0.353324,0.062343,0.052045,0.114441,-0.102595,2.582116,0.080437,0.165069,0.015304,1.521158,0.103403,0.047781,4.234867,2.59989,0.202529,0.202795,0.25027,1.47924,0.307174,4.232768,0.6117,0.662444,0.06836,0.571721,1.347212,0.028934,0.124239,0.427274,2.353815,0.0,0.479323,0.520041,0.125607,-0.138301,1.935345,2.54637,0.487998,-0.151026,-0.100352,1.434233,-0.073408,0.376837,-0.157225,-0.081645
train,ikan07,21,-,0.379642,0.0,0.949583,0.050157,-0.069426,-0.058069,0.0,0.708069,0.067038,0.159956,0.055719,-0.03446,3.478845,0.637376,0.008577,0.140223,1.467355,0.264115,0.006191,4.693072,3.247439,0.466294,0.081426,0.60598,1.835901,0.427117,4.753572,1.327743,0.56867,-0.024073,0.430682,1.347369,0.076777,0.14982,0.857042,2.087798,0.0,0.40025,0.20737,0.109882,-0.071492,2.253371,2.693186,0.704336,-0.109685,-0.095884,1.988617,0.188418,0.418269,-0.107029,0.026405
train,ikan07,21,-,0.247657,0.0,0.979106,-0.053368,-0.078045,0.113525,-0.001912,0.786529,0.040139,0.182767,0.320298,-0.112882,3.323993,0.711348,-0.031472,0.098214,1.38239,0.25529,-0.021593,4.439457,2.957244,0.463446,-0.055472,0.556425,1.287779,0.412363,4.483247,1.258898,0.713558,-0.034642,0.627084,0.911295,0.092653,0.300947,0.486597,2.046887,0.0,0.358024,0.074143,0.075261,-0.101597,1.78478,2.475183,0.622774,-0.090371,-0.124393,1.645145,0.026634,0.432872,-0.07757,0.108062
train,ikan07,21,-,0.334693,0.0,0.919571,0.028529,-0.071556,-0.042992,0.0,0.606262,0.064839,0.140227,0.091238,-0.035148,3.502576,0.684493,0.005419,0.119228,1.446007,0.20837,-0.002928,4.523393,3.337065,0.426172,0.076972,0.55008,2.067605,0.483785,4.771747,1.191161,0.581687,-0.035948,0.538135,1.031649,0.058214,0.129296,0.97782,1.960171,0.0,0.406576,0.221896,0.12596,-0.054207,2.06137,2.90321,0.749401,-0.09162,-0.093016,1.913945,0.194174,0.48297,-0.106501,0.037538
train,ikan07,21,-,0.517736,-0.021329,0.250277,0.433842,0.81712,-0.001541,-0.009791,0.234433,-0.032721,0.343025,0.148522,0.083009,1.866421,0.122239,0.237278,-0.048905,1.231707,0.218437,0.095219,4.993981,2.139914,1.743456,0.474634,-0.02902,1.996109,0.399183,2.410997,1.572809,0.22113,-0.024693,0.358237,1.735571,0.163781,0.255571,0.697374,1.60465,0.0,0.635229,0.213291,1.724296,0.007735,1.106753,1.586635,0.705365,-0.021464,-0.003438,1.38828,0.590719,0.50289,-0.074614,-0.014061
train,ikan07,21,-,0.476348,-0.003952,0.088992,0.214871,0.619064,-0.007926,-0.016029,0.615827,-0.03153,0.027763,0.223568,0.076485,3.001381,0.359128,-0.00066,0.053067,1.837274,0.039751,0.031898,5.113008,3.38264,1.485235,0.173746,0.128497,2.207946,0.152717,5.313167,1.766567,0.219388,0.036324,0.230304,2.336607,0.157735,0.234878,1.281653,2.097853,0.001009,0.196751,-0.033851,1.603882,-0.041603,1.701618,2.027719,0.698198,0.130484,-0.121126,1.813548,0.539944,0.409017,-0.07344,-0.00092
train,ikan07,23,-,0.440497,-0.01063,0.825026,0.004352,-0.047883,-0.005738,-0.004792,0.353324,0.062343,0.052045,0.114441,-0.102595,2.582116,0.080437,0.165069,0.015304,1.521158,0.103403,0.047781,4.234867,2.59989,0.202529,0.202795,0.25027,1.47924,0.307174,4.232768,0.6117,0.662444,0.06836,0.571721,1.347212,0.028934,0.124239,0.427274,2.353815,0.0,0.479323,0.520041,0.125607,-0.138301,1.935345,2.54637,0.487998,-0.151026,-0.100352,1.434233,-0.073408,0.376837,-0.157225,-0.081645
train,ikan07,23,-,0.379642,0.0,0.949583,0.050157,-0.069426,-0.058069,0.0,0.708069,0.067038,0.159956,0.055719,-0.03446,3.478845,0.637376,0.008577,0.140223,1.467355,0.264115,0.006191,4.693072,3.247439,0.466294,0.081426,0.60598,1.835901,0.427117,4.753572,1.327743,0.56867,-0.024073,0.430682,1.347369,0.076777,0.14982,0.857042,2.087798,0.0,0.40025,0.20737,0.109882,-0.071492,2.253371,2.693186,0.704336,-0.109685,-0.095884,1.988617,0.188418,0.418269,-0.107029,0.026405
train,ikan07,23,-,0.247657,0.0,0.979106,-0.053368,-0.078045,0.113525,-0.001912,0.786529,0.040139,0.182767,0.320298,-0.112882,3.323993,0.711348,-0.031472,0.098214,1.38239,0.25529,-0.021593,4.439457,2.957244,0.463446,-0.055472,0.556425,1.287779,0.412363,4.483247,1.258898,0.713558,-0.034642,0.627084,0.911295,0.092653,0.300947,0.486597,2.046887,0.0,0.358024,0.074143,0.075261,-0.101597,1.78478,2.475183,0.622774,-0.090371,-0.124393,1.645145,0.026634,0.432872,-0.07757,0.108062
train,ikan07,23,-,0.334693,0.0,0.919571,0.028529,-0.071556,-0.042992,0.0,0.606262,0.064839,0.140227,0.091238,-0.035148,3.502576,0.684493,0.005419,0.119228,1.446007,0.20837,-0.002928,4.523393,3.337065,0.426172,0.076972,0.55008,2.067605,0.483785,4.771747,1.191161,0.581687,-0.035948,0.538135,1.031649,0.058214,0.129296,0.97782,1.960171,0.0,0.406576,0.221896,0.12596,-0.054207,2.06137,2.90321,0.749401,-0.09162,-0.093016,1.913945,0.194174,0.48297,-0.106501,0.037538
train,ikan07,23,-,0.517736,-0.021329,0.250277,0.433842,0.81712,-0.001541,-0.009791,0.234433,-0.032721,0.343025,0.148522,0.083009,1.866421,0.122239,0.237278,-0.048905,1.231707,0.218437,0.095219,4.993981,2.139914,1.743456,0.474634,-0.02902,1.996109,0.399183,2.410997,1.572809,0.22113,-0.024693,0.358237,1.735571,0.163781,0.255571,0.697374,1.60465,0.0,0.635229,0.213291,1.724296,0.007735,1.106753,1.586635,0.705365,-0.021464,-0.003438,1.38828,0.590719,0.50289,-0.074614,-0.014061
train,ikan07,23,-,0.476348,-0.003952,0.088992,0.214871,0.619064,-0.007926,-0.016029,0.615827,-0.03153,0.027763,0.223568,0.076485,3.001381,0.359128,-0.00066,0.053067,1.837274,0.039751,0.031898,5.113008,3.38264,1.485235,0.173746,0.128497,2.207946,0.152717,5.313167,1.766567,0.219388,0.036324,0.230304,2.336607,0.157735,0.234878,1.281653,2.097853,0.001009,0.196751,-0.033851,1.603882,-0.041603,1.701618,2.027719,0.698198,0.130484,-0.121126,1.813548,0.539944,0.409017,-0.07344,-0.00092
train,ikan08,01,insang,0.894647,0.044091,0.620741,0.00895,0.273709,0.078639,0.161069,0.792078,-0.007433,0.966071,0.178267,0.902397,1.630738,-0.068986,-0.019524,-0.113778,1.593538,0.178909,0.089832,2.431734,1.532013,0.193096,0.451461,0.051081,0.79685,0.429282,2.327313,0.649372,0.41103,0.001573,0.257746,1.850677,0.087893,0.824682,-0.034958,1.162216,-0.013988,0.068033,1.651748,0.437903,-0.072538,1.667045,1.095701,0.693208,0.439213,0.042952,0.552701,0.721236,1.528708,-0.016891,-0.033169
train,ikan08,01,insang,0.895596,0.398578,0.742361,-0.025147,0.266592,-0.080927,0.012576,0.776757,0.009532,1.155318,-0.034039,0.94385,1.65211,-0.019522,-0.047772,-0.110078,1.630772,0.377805,0.309667,3.217571,1.823356,0.398333,0.161445,0.08353,1.081516,0.463857,2.500856,0.626615,0.249398,0.077781,0.667724,1.826111,0.181943,1.477809,-0.06142,0.789929,-0.012588,0.241925,1.544913,0.460847,0.023572,1.797807,1.414022,1.099148,0.474252,-0.104369,0.518534,0.647507,1.207262,-0.065464,-0.028457
train,ikan08,01,insang,0.514338,0.134015,0.476094,0.050314,0.198891,-0.057922,0.045235,0.612775,-0.001231,1.093125,-0.009628,0.667456,1.890354,0.106751,-0.035633,-0.025394,1.593795,0.241682,0.138637,3.672416,1.83831,0.344533,0.23236,0.109355,1.080689,0.534944,2.460411,0.466877,0.427076,0.128257,0.455032,1.5085,-0.032942,1.081136,-0.067714,0.502218,0.024983,0.459764,1.522578,0.447143,0.003851,1.231063,2.026693,1.248368,0.458559,-0.032128,0.554359,0.654391,1.258356,-0.003969,-0.051829
train,ikan08,01,insang,1.125365,0.456652,0.695984,-0.04308,0.231485,-0.085785,0.006546,0.715097,-0.003877,1.179051,-0.058611,0.942488,1.735796,0.0315,-0.046445,-0.087232,1.747284,0.386357,0.293457,2.980954,1.827026,0.456102,0.209277,0.133432,1.062089,0.474986,2.519619,0.584866,0.294176,0.108065,0.7002,1.736018,0.173359,1.464536,-0.065564,0.755663,-0.012991,0.275122,1.557449,0.443725,0.040124,1.87253,1.445245,1.160126,0.527887,-0.065326,0.486489,0.666867,1.223198,-0.042798,-0.034293
train,ikan08,01,insang,0.63149,0.387568,0.275205,0.033512,0.935742,-0.035372,0.009635,0.373595,-0.037577,0.708251,-0.062897,1.164026,1.540035,0.269398,-0.078682,0.151314,1.776383,0.376031,0.259273,3.1515,1.699959,1.231518,0.143877,-0.071681,0.847152,0.353079,1.164913,1.246543,0.013994,0.070066,0.426971,1.469882,-0.037442,0.807021,-0.00771,0.734834,0.008276,0.171022,0.495049,1.738773,-0.129013,1.720032,1.033317,0.724959,0.804027,-0.048739,0.341464,0.258856,1.390387,-0.103674,0.290303
train,ikan08,01,insang,0.506328,0.407214,0.280217,-0.065651,1.116449,0.153242,0.029392,0.689783,0.035951,0.622959,-0.041055,0.80798,1.149487,0.116436,-0.048811,0.096378,1.319277,0.490136,0.001324,3.541224,0.946996,0.94247,0.205844,0.089237,1.106543,0.32902,1.301544,1.182798,-0.089561,-0.073234,0.416544,2.251108,0.415821,1.309823,0.257059,1.092737,0.004742,0.352218,0.479272,1.603956,-0.112588,1.377892,1.541561,0.99466,0.477963,0.002317,0.783492,0.811392,1.366675,-0.099144,-0.034282
train,ikan08,17,insang,0.59781,0.134151,0.573044,0.657357,0.318168,0.259094,0.103431,1.312135,-0.014191,0.774035,0.424724,0.044054,0.830927,0.039331,0.026824,0.035982,0.916737,0.473477,0.076019,2.948714,0.674464,0.682938,0.660674,0.469388,1.294948,0.485311,2.454304,0.385396,0.514048,0.041379,0.393375,1.401065,0.239091,0.788388,0.017145,1.078243,0.132383,0.043865,1.479048,0.31648,-0.073616,1.195149,1.503121,0.594315,0.034423,-0.00414,1.291559,0.96709,1.12383,0.002375,-0.04844
train,ikan08,17,insang,0.310527,0.379426,0.458891,0.320594,0.289623,0.104692,0.126793,1.300659,-0.008075,0.707841,0.032053,0.36301,1.059809,0.311395,-0.004432,0.067372,1.226837,0.825027,0.415978,3.752008,0.722059,0.818133,0.145086,0.222084,1.30013,0.620814,3.529751,0.769905,0.324037,0.110935,0.509131,1.18522,0.051201,1.448662,0.013903,0.622766,0.002232,0.067444,1.326959,0.37993,-0.182018,1.667655,0.929675,0.777961,0.135816,-0.063323,0.984411,0.800164,1.102911,0.044627,0.034633
train,ikan08,17,insang,0.226662,0.141453,0.691141,0.393636,0.152908,0.270741,0.067636,1.495256,0.0,0.749331,0.186505,0.266318,1.588299,0.226315,-0.033037,-0.040501,1.229558,0.668465,0.232474,3.708106,1.17938,0.651328,0.467925,0.368122,1.342623,0.727282,2.752805,0.746036,0.154469,0.143291,0.637492,1.671444,0.353742,1.306149,-0.023883,0.69556,-0.000963,0.023779,1.405465,0.315017,-0.157696,1.296,1.445498,0.766164,0.135829,-0.089184,1.077025,0.617454,1.110789,0.040106,0.04216
train,ikan08,17,insang,0.297804,0.35123,0.553859,0.368846,0.209697,0.094015,0.111592,1.333984,-0.012417,0.696943,0.073306,0.281091,1.155882,0.291539,-0.005035,0.070448,1.247013,0.831646,0.352553,3.770056,0.816017,0.863672,0.283317,0.25071,1.38026,0.599322,3.387937,0.651501,0.292186,0.123412,0.575458,1.378439,0.105493,1.425526,0.009978,0.637377,0.038141,0.069282,1.390855,0.369727,-0.174343,1.438658,1.121022,0.81767,0.142473,-0.064514,1.079961,0.896016,1.080453,0.043675,0.054714
train,ikan08,17,insang,0.577757,0.523442,0.916149,0.26592,0.930172,0.114975,0.057389,0.811596,-0.041865,0.298627,-0.063563,0.548421,0.620509,0.205793,-0.05733,0.120155,1.420461,0.873291,-0.024034,2.783916,0.538508,1.246142,0.089593,0.089793,0.768969,0.23513,1.384969,1.301919,-0.051155,-0.045225,0.859452,2.129673,0.277897,0.802937,0.172499,0.595309,0.07384,-0.035975,0.554878,1.582764,-0.148154,1.248142,1.223249,0.820055,0.503974,0.158677,0.943209,0.832914,0.975007,0.101751,0.094302
train,ikan08,17,insang,0.431735,0.235322,0.30977,0.184534,1.236919,0.136164,0.071918,0.582279,-0.022283,0.13852,-0.078987,0.817008,1.015116,-0.157531,-0.06895,-0.025082,0.733978,0.607722,0.009116,3.218747,1.151716,1.524424,0.174519,0.113036,0.927887,0.474756,1.336768,1.339532,-0.007181,0.029481,0.477646,2.441464,0.350172,0.840607,0.07172,1.124598,0.139179,0.117311,0.452992,1.719482,-0.094284,1.843951,1.099421,0.553333,0.267344,0.242035,0.900998,0.65664,1.030996,-0.010177,0.066027
train,ikan08,19,insang,0.59781,0.134151,0.573044,0.657357,0.318168,0.259094,0.103431,1.312135,-0.014191,0.774035,0.424724,0.044054,0.830927,0.039331,0.026824,0.035982,0.916737,0.473477,0.076019,2.948714,0.674464,0.682938,0.660674,0.469388,1.294948,0.485311,2.454304,0.385396,0.514048,0.041379,0.393375,1.401065,0.239091,0.788388,0.017145,1.078243,0.132383,0.043865,1.479048,0.31648,-0.073616,1.195149,1.503121,0.594315,0.034423,-0.00414,1.291559,0.96709,1.12383,0.002375,-0.04844
train,ikan08,19,insang,0.310527,0.379426,0.458891,0.320594,0.289623,0.104692,0.126793,1.300659,-0.008075,0.707841,0.032053,0.36301,1.059809,0.311395,-0.004432,0.067372,1.226837,0.825027,0.415978,3.752008,0.722059,0.818133,0.145086,0.222084,1.30013,0.620814,3.529751,0.769905,0.324037,0.110935,0.509131,1.18522,0.051201,1.448662,0.013903,0.622766,0.002232,0.067444,1.326959,0.37993,-0.182018,1.667655,0.929675,0.777961,0.135816,-0.063323,0.984411,0.800164,1.102911,0.044627,0.034633
train,ikan08,19,insang,0.226662,0.141453,0.691141,0.393636,0.152908,0.270741,0.067636,1.495256,0.0,0.749331,0.186505,0.266318,1.588299,0.226315,-0.033037,-0.040501,1.229558,0.668465,0.232474,3.708106,1.17938,0.651328,0.467925,0.368122,1.342623,0.727282,2.752805,0.746036,0.154469,0.143291,0.637492,1.671444,0.353742,1.306149,-0.023883,0.69556,-0.000963,0.023779,1.405465,0.315017,-0.157696,1.296,1.445498,0.766164,0.135829,-0.089184,1.077025,0.617454,1.110789,0.040106,0.04216
